Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward, Parameters
355, 123.11424381399999, 3070.718045949936, 7140, 1553147, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
356, 123.51156257199999, 3075.340285539627, 7160, 1563147, 500.0, [ 6.   7.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
357, 123.85746339699999, 3081.287782430649, 7180, 1564307, 58.0, [-6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
358, 124.25195762199999, 3086.560802221298, 7200, 1574307, 500.0, [ 7.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
359, 124.56757824799999, 3089.749571800232, 7220, 1574539, 11.6, [ 2.5 -3.5 -6.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
360, 124.96317106199999, 3093.539032459259, 7240, 1584539, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
361, 125.36389187799999, 3096.278171300888, 7260, 1594539, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
362, 125.76750389, 3099.788434743881, 7280, 1604539, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
363, 126.170518175, 3103.495696544647, 7300, 1614539, 500.0, [ 7.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
364, 126.56292799299999, 3111.6184844970703, 7320, 1624539, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
365, 126.95631365099999, 3114.7199358940125, 7340, 1634539, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
366, 127.29666777899999, 3121.470677614212, 7360, 1637451, 145.6, [ 6.   6.  -4.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
367, 127.625250467, 3127.0198361873627, 7380, 1639556, 105.25, [-6.   4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
368, 128.016826984, 3130.3137814998627, 7400, 1649556, 500.0, [ 7.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
369, 128.41318713799998, 3135.165804386139, 7420, 1659556, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
370, 128.850387724, 3139.3616120815277, 7440, 1669556, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
371, 129.236850333, 3142.8003420829773, 7460, 1679556, 500.0, [ 6.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
372, 129.632369588, 3145.0351276397705, 7480, 1689556, 500.0, [ 7.   6.  -3.5  7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
373, 130.025958348, 3149.368515253067, 7500, 1699556, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
374, 130.362878244, 3158.7862536907196, 7520, 1702596, 152.0, [ 6.  -4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
375, 130.760332269, 3164.3313884735107, 7540, 1712596, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
376, 131.09578281, 3185.1888065338135, 7560, 1713505, 45.45, [ 6.   7.  -3.4  7.   1.7  1.7 -3.5  4.5 -2.6 -2.6]
377, 131.503569581, 3191.2988584041595, 7580, 1723505, 500.0, [ 6.   7.  -3.5  6.  -6.   1.8 -3.5  4.5 -2.6 -2.6]
378, 131.83062818, 3194.23890709877, 7600, 1724513, 50.4, [ 6.   7.  -3.4  7.   1.7  1.7 -3.5  4.5 -2.6 -2.6]
379, 132.175175271, 3198.307809114456, 7620, 1727556, 152.15, [ 6.  -4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
380, 132.605346049, 3202.9186935424805, 7640, 1737556, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.6 -2.6]
381, 133.007905905, 3208.9296736717224, 7660, 1747556, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
382, 133.35886556699998, 3214.5568373203278, 7680, 1749498, 97.1, [-6.   6.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
383, 133.756560354, 3221.2326335906982, 7700, 1759498, 500.0, [-5.9 -4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.6 -2.6]
384, 134.157464688, 3225.4243676662445, 7720, 1769498, 500.0, [ 6.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.6 -2.6]
385, 134.475608613, 3228.069482088089, 7740, 1770372, 43.7, [-6.   7.  -4.5  7.  -6.   1.8 -4.5  4.5 -2.6 -2.6]
386, 134.805194158, 3236.9034123420715, 7760, 1772045, 83.65, [-6.   7.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
387, 135.186940365, 3243.100206375122, 7780, 1773941, 94.8, [-5.   7.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
388, 135.52671618099998, 3246.9061512947083, 7800, 1776901, 148.0, [ 6.  -4.5  3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
389, 135.92791939699998, 3256.455906867981, 7820, 1786901, 500.0, [ 7.   6.  -3.   7.  -6.   1.8 -3.5  4.5 -2.6 -2.6]
390, 136.26487998, 3260.397139072418, 7840, 1788743, 92.1, [-6.   7.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
391, 136.611805004, 3264.195652484894, 7860, 1790556, 90.65, [-6.   7.   3.   7.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
392, 137.02096486099998, 3267.684637069702, 7880, 1800556, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
393, 137.42180854999998, 3271.574586868286, 7900, 1810556, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
394, 137.825792547, 3275.9619991779327, 7920, 1820556, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
395, 138.214762675, 3283.9813797473907, 7940, 1828634, 403.9, [ 3.  -4.  -6.   5.  -7.   1.8 -3.5  4.5 -2.5 -2.5]
396, 138.615326561, 3291.5435712337494, 7960, 1838634, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
397, 139.017700809, 3300.075850248337, 7980, 1847300, 433.3, [ 0.  -3.5  0.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
398, 139.412504845, 3309.968266248703, 8000, 1857300, 500.0, [-6.  -4.5  3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
399, 139.810683816, 3315.0463116168976, 8020, 1867300, 500.0, [ 6.   6.  -3.   6.  -6.   1.8 -3.5  4.5 -2.5 -2.5]
